reference_dcp	iter	base_before_dcp	net_name	sink_cell	target_slice	split_name	buffer_name	sink_pin_cmd	resolved_sink_pin	baseline_ps	eco_total_ps	delta_total_ps	eco_seg1_ps	eco_seg2_ps	lut_delay_ps
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0211	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0211/base_before.dcp	f[38]_INST_0_i_3/O	f[43]_INST_0_i_5	SLICE_X55Y372				I2	1711.0	3444.1	1733.1	1722.3	1686.8	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0212	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0212/base_before.dcp	f[38]_INST_0_i_3/O	f[48]_INST_0_i_7	SLICE_X55Y372				I3	1721.0	3483.1	1762.1	1722.3	1725.8	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0213	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0213/base_before.dcp	f[45]_INST_0_i_3/O	f[45]_INST_0_i_1	SLICE_X54Y364				I1	1699.9	4487.8	2787.9	2310.7	2142.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0214	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0214/base_before.dcp	f[45]_INST_0_i_3/O	f[48]_INST_0_i_4	SLICE_X54Y364				I2	1699.9	4470.2	2770.3	2310.7	2124.5	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0215	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0215/base_before.dcp	f[45]_INST_0_i_3/O	f[46]_INST_0_i_4	SLICE_X54Y364				I4	1788.4	4473.8	2685.4	2310.7	2128.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0216	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0216/base_before.dcp	f[89]_INST_0_i_2/O	f[91]_INST_0_i_4	SLICE_X45Y457				I1	2043.8	4554.199	2510.399	2454.2	2065.0	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0217	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0217/base_before.dcp	f[28]_INST_0_i_3_n_0	f[38]_INST_0_i_7	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0218	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0218/base_before.dcp	f[28]_INST_0_i_3_n_0	f[29]_INST_0_i_4	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0219	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0219/base_before.dcp	f[30]_INST_0_i_3_n_0	f[38]_INST_0_i_8	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0220	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0220/base_before.dcp	f[30]_INST_0_i_3_n_0	f[38]_INST_0_i_9	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0221	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0221/base_before.dcp	f[30]_INST_0_i_3_n_0	f[33]_INST_0_i_4	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0222	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0222/base_before.dcp	f[30]_INST_0_i_3_n_0	f[31]_INST_0_i_4	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0223	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0223/base_before.dcp	f[34]_INST_0_i_3_n_0	f[38]_INST_0_i_5	SLICE_X55Y376										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0224	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0224/base_before.dcp	f[38]_INST_0_i_3_n_0	f[38]_INST_0_i_1	SLICE_X55Y372										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0225	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0225/base_before.dcp	f[38]_INST_0_i_3_n_0	f[39]_INST_0_i_4	SLICE_X55Y372										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0226	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0226/base_before.dcp	f[3]_INST_0_i_3_n_0	f[3]_INST_0_i_1	SLICE_X51Y374										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0227	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0227/base_before.dcp	f[3]_INST_0_i_3_n_0	f[4]_INST_0_i_1	SLICE_X51Y374										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0228	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0228/base_before.dcp	f[42]_INST_0_i_3_n_0	f[43]_INST_0_i_1	SLICE_X54Y365										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0229	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0229/base_before.dcp	f[42]_INST_0_i_3_n_0	f[44]_INST_0_i_4	SLICE_X54Y365										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0230	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0230/base_before.dcp	f[49]_INST_0_i_3_n_0	f[49]_INST_0_i_1	SLICE_X54Y360										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0231	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0231/base_before.dcp	f[49]_INST_0_i_3_n_0	f[50]_INST_0_i_1	SLICE_X54Y360										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0232	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0232/base_before.dcp	f[49]_INST_0_i_3_n_0	f[51]_INST_0_i_4	SLICE_X54Y360										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0233	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0233/base_before.dcp	f[51]_INST_0_i_3_n_0	f[51]_INST_0_i_1	SLICE_X53Y356										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0234	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0234/base_before.dcp	f[28]_INST_0_i_3/O	f[38]_INST_0_i_7	SLICE_X55Y382				I3	1758.7	3775.7	2017.0	1947.3	1793.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0235	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0235/base_before.dcp	f[28]_INST_0_i_3/O	f[29]_INST_0_i_4	SLICE_X55Y382				I4	1728.7	3745.7	2017.0	1947.3	1763.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0236	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0236/base_before.dcp	f[30]_INST_0_i_3/O	f[38]_INST_0_i_8	SLICE_X55Y381				I0						
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0237	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0237/base_before.dcp	f[30]_INST_0_i_3/O	f[38]_INST_0_i_9	SLICE_X55Y381				I1	1689.7	3758.7	2069.0	1947.3	1776.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0238	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0238/base_before.dcp	f[30]_INST_0_i_3/O	f[33]_INST_0_i_4	SLICE_X55Y381				I2	1720.7	3796.9	2076.2	1947.3	1814.6	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0239	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0239/base_before.dcp	f[30]_INST_0_i_3/O	f[31]_INST_0_i_4	SLICE_X55Y381				I4						
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0240	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0240/base_before.dcp	f[34]_INST_0_i_3/O	f[38]_INST_0_i_5	SLICE_X55Y376				I4						
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0241	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0241/base_before.dcp	f[38]_INST_0_i_3/O	f[38]_INST_0_i_1	SLICE_X55Y372				I1	1815.5	3474.2	1658.7	1722.3	1716.9	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0242	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0242/base_before.dcp	f[38]_INST_0_i_3/O	f[39]_INST_0_i_4	SLICE_X55Y372				I4	1867.5	3483.2	1615.7	1722.3	1725.9	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0243	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0243/base_before.dcp	f[3]_INST_0_i_3/O	f[3]_INST_0_i_1	SLICE_X51Y374				I1	1831.8	6524.102	4692.302	2379.4	4109.702	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0244	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0244/base_before.dcp	f[3]_INST_0_i_3/O	f[4]_INST_0_i_1	SLICE_X51Y374				I2	1821.8	6514.102	4692.302	2379.4	4099.702	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0245	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0245/base_before.dcp	f[42]_INST_0_i_3/O	f[43]_INST_0_i_1	SLICE_X54Y365				I2	1883.4	4615.399	2732.0	2310.7	2269.7	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0246	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0246/base_before.dcp	f[42]_INST_0_i_3/O	f[44]_INST_0_i_4	SLICE_X54Y365				I2	1883.4	4525.8	2642.4	2310.7	2180.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0247	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0247/base_before.dcp	f[49]_INST_0_i_3/O	f[49]_INST_0_i_1	SLICE_X54Y360				I1	1714.7	4474.1	2759.4	2276.0	2163.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0248	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0248/base_before.dcp	f[49]_INST_0_i_3/O	f[50]_INST_0_i_1	SLICE_X54Y360				I2	1714.7	4517.1	2802.4	2276.0	2206.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0249	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0249/base_before.dcp	f[49]_INST_0_i_3/O	f[51]_INST_0_i_4	SLICE_X54Y360				I2	1714.7	4517.1	2802.4	2276.0	2206.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0250	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0250/base_before.dcp	f[51]_INST_0_i_3/O	f[51]_INST_0_i_1	SLICE_X53Y356				I1	1895.1	4545.2	2650.1	2424.8	2085.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0251	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0251/base_before.dcp	cOut_OBUF_inst_i_4_n_0	f[127]_INST_0_i_2	SLICE_X28Y427										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0252	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0252/base_before.dcp	cOut_OBUF_inst_i_4_n_0	cOut_OBUF_inst_i_1	SLICE_X28Y427										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0253	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0253/base_before.dcp	f[29]_INST_0_i_3_n_0	f[29]_INST_0_i_1	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0254	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0254/base_before.dcp	f[29]_INST_0_i_3_n_0	f[38]_INST_0_i_7	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0255	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0255/base_before.dcp	f[29]_INST_0_i_3_n_0	f[30]_INST_0_i_1	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0256	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0256/base_before.dcp	f[36]_INST_0_i_3_n_0	f[43]_INST_0_i_6	SLICE_X55Y373										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0257	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0257/base_before.dcp	f[43]_INST_0_i_3_n_0	f[43]_INST_0_i_1	SLICE_X54Y365										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0258	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0258/base_before.dcp	f[43]_INST_0_i_3_n_0	f[44]_INST_0_i_4	SLICE_X54Y365										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0259	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0259/base_before.dcp	f[51]_INST_0_i_3_n_0	f[52]_INST_0_i_1	SLICE_X53Y355										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0260	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0260/base_before.dcp	f[56]_INST_0_i_3_n_0	f[58]_INST_0_i_4	SLICE_X53Y367										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0261	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0261/base_before.dcp	cOut_OBUF_inst_i_4/O	f[127]_INST_0_i_2	SLICE_X28Y427				I0	2884.2	4878.299	1994.1	2818.8	2024.5	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0262	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0262/base_before.dcp	cOut_OBUF_inst_i_4/O	cOut_OBUF_inst_i_1	SLICE_X28Y427				I4	2842.2	4925.5	2083.3	2818.8	2071.7	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0263	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0263/base_before.dcp	f[29]_INST_0_i_3/O	f[29]_INST_0_i_1	SLICE_X55Y382				I1	1715.7	3698.799	1983.099	1778.3	1885.5	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0264	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0264/base_before.dcp	f[29]_INST_0_i_3/O	f[38]_INST_0_i_7	SLICE_X55Y382				I1	1689.7	3672.799	1983.099	1778.3	1859.5	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0265	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0265/base_before.dcp	f[29]_INST_0_i_3/O	f[30]_INST_0_i_1	SLICE_X55Y382				I2	1715.7	3698.799	1983.099	1778.3	1885.5	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0266	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0266/base_before.dcp	f[36]_INST_0_i_3/O	f[43]_INST_0_i_6	SLICE_X55Y373				I3	1755.0	3702.8	1947.8	1888.5	1779.3	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0267	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0267/base_before.dcp	f[43]_INST_0_i_3/O	f[43]_INST_0_i_1	SLICE_X54Y365				I1	1684.5	4377.1	2692.6	2215.0	2127.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0268	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0268/base_before.dcp	f[43]_INST_0_i_3/O	f[44]_INST_0_i_4	SLICE_X54Y365				I4	1684.5	4377.1	2692.6	2215.0	2127.1	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0269	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0269/base_before.dcp	f[51]_INST_0_i_3/O	f[52]_INST_0_i_1	SLICE_X53Y355				I2	1848.5	4443.7	2595.2	2366.3	2042.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0270	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0270/base_before.dcp	f[56]_INST_0_i_3/O	f[58]_INST_0_i_4	SLICE_X53Y367				I4	2008.0	4454.0	2446.0	2324.6	2094.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0271	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0271/base_before.dcp	f[28]_INST_0_i_3_n_0	f[28]_INST_0_i_1	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0272	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0272/base_before.dcp	f[28]_INST_0_i_3_n_0	f[33]_INST_0_i_5	SLICE_X55Y381										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0273	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0273/base_before.dcp	f[29]_INST_0_i_3_n_0	f[31]_INST_0_i_4	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0274	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0274/base_before.dcp	f[41]_INST_0_i_3_n_0	f[41]_INST_0_i_1	SLICE_X54Y368										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0275	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0275/base_before.dcp	f[41]_INST_0_i_3_n_0	f[42]_INST_0_i_1	SLICE_X54Y368										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0276	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0276/base_before.dcp	f[52]_INST_0_i_3_n_0	f[52]_INST_0_i_1	SLICE_X53Y356										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0277	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0277/base_before.dcp	f[28]_INST_0_i_3/O	f[28]_INST_0_i_1	SLICE_X55Y381				I1	1721.6	3901.399	2179.799	2025.1	1841.3	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0278	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0278/base_before.dcp	f[28]_INST_0_i_3/O	f[33]_INST_0_i_5	SLICE_X55Y381				I2	1811.6	3876.7	2065.1	2025.1	1816.6	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0279	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0279/base_before.dcp	f[29]_INST_0_i_3/O	f[31]_INST_0_i_4	SLICE_X55Y382				I2	1685.7	3554.899	1869.199	1778.3	1741.6	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0280	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0280/base_before.dcp	f[41]_INST_0_i_3/O	f[41]_INST_0_i_1	SLICE_X54Y368				I1	1710.7	4572.6	2861.899	2310.7	2226.9	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0281	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0281/base_before.dcp	f[41]_INST_0_i_3/O	f[42]_INST_0_i_1	SLICE_X54Y368				I2	1710.7	4572.6	2861.899	2310.7	2226.9	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0282	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0282/base_before.dcp	f[52]_INST_0_i_3/O	f[52]_INST_0_i_1	SLICE_X53Y356				I1	2028.6	4423.4	2394.8	2390.0	1998.4	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0283	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0283/base_before.dcp	f[104]_INST_0_i_3_n_0	f[104]_INST_0_i_1	SLICE_X33Y447										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0284	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0284/base_before.dcp	f[125]_INST_0_i_3_n_0	cOut_OBUF_inst_i_3	SLICE_X28Y428										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0285	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0285/base_before.dcp	f[125]_INST_0_i_3_n_0	cOut_OBUF_inst_i_6	SLICE_X28Y428										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0286	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0286/base_before.dcp	f[125]_INST_0_i_3_n_0	f[126]_INST_0_i_1	SLICE_X28Y428										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0287	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0287/base_before.dcp	f[125]_INST_0_i_3_n_0	f[127]_INST_0_i_1	SLICE_X28Y428										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0288	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0288/base_before.dcp	f[26]_INST_0_i_3_n_0	f[26]_INST_0_i_1	SLICE_X55Y383										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0289	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0289/base_before.dcp	f[26]_INST_0_i_3_n_0	f[27]_INST_0_i_1	SLICE_X55Y383										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0290	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0290/base_before.dcp	f[26]_INST_0_i_3_n_0	f[33]_INST_0_i_6	SLICE_X55Y383										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0291	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0291/base_before.dcp	f[26]_INST_0_i_3_n_0	f[28]_INST_0_i_4	SLICE_X55Y383										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0292	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0292/base_before.dcp	f[27]_INST_0_i_3_n_0	f[29]_INST_0_i_4	SLICE_X55Y383										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0293	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0293/base_before.dcp	f[29]_INST_0_i_3_n_0	f[33]_INST_0_i_5	SLICE_X55Y382										
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0294	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0294/base_before.dcp	f[104]_INST_0_i_3/O	f[104]_INST_0_i_1	SLICE_X33Y447				I1	2616.099	4691.199	2075.1	2575.4	2080.799	
/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/current_base.dcp	iter_0295	/home/cian/Masterproef/project/results/run_eco_batch/2026-04-22_20-18-58/iterations/iter_0295/base_before.dcp	f[125]_INST_0_i_3/O	cOut_OBUF_inst_i_3	SLICE_X28Y428				I0						
